id	question	equation
678	하키 리그에는 17개 팀이 있으며 각 팀은 다른 모든 팀과 각각 10 번씩 대결합니다. 시즌에 몇 게임을 플레이합니까?	17 * ( 17 - 1 ) * 10 / 2
2371	371 보다 어떤 수만큼 큰 수는 775입니다. 어떤 수보다 865 큰 수는 얼마입니까?	775 - 371 + 865
377	숫자 8에 대해 1:5의 비율을 보이는 숫자는 무엇입니까?	8 * 5
2643	709에서 1000까지의 수가 있을 때, 802보다 크고, 804보다 작은 수는 얼마입니까?	( 802 + 804 ) / 2
2275	18 보다 어떤 수만큼 작은 수는 248입니다. 어떤 수보다 224 작은 수는 얼마입니까?	248 - 18 - 224
782	어떤 소수의 소수점을 오른쪽으로 4 자리 옮기면 원래보다 276.89 만큼 커집니다. 원래의 소수를 구하시오.	276.89 * 10000 / 1
1359	세탁기와 건조기를 둘 다 사면 1,200달러입니다. 세탁기가 건조기보다 220달러 더 비싸면 건조기는 얼마입니까?	X+Y=1200, X=220+Y
2432	656 보다 어떤 수만큼 작은 수는 934입니다. 어떤 수보다 533 큰 수는 얼마입니까?	934 - 656 + 533
3009	지민와 동생의 나이를 합하면 83이고, 두 사람의 나이 차는 71입니다. 지민의 동생은 몇 살일까요?	( 83 - 71 ) / 2
2785	주어진 숫자가 74, 48, 86, 13, 28, 54, 2, 25, 48, 22, 54, 12, 34, 66, 24 일 경우 13 보다 크고 74 보다 작은 수 중 가장 작은 수는 무엇입니까?	min ( sorted ( [ i for i in [ 74, 48, 86, 13, 28, 54, 2, 25, 48, 22, 54, 12, 34, 66, 24 ] if i > 13 and i < 74 ] ) )
2389	86 보다 어떤 수만큼 작은 수는 204입니다. 어떤 수보다 650 작은 수는 얼마입니까?	204 - 86 - 650
42	상자 안에 98개의 공이 있습니다. 호석이가 88개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	98 + 88
309	호석이는 그의 야구 카드를 각 페이지에 3장의 카드가 있을 수 있도록 바인더를 만들고 있다. 바인더에 넣을 수 있는 8장의 새로운 카드와 10장의 오래된 카드가 있는 경우 몇 페이지를 사용해야 합니까?	X=(8+10)/3
299	온라인으로 음악을 쇼핑하는 동안 정국이는 6개 앨범과 2개의 앨범을 구입했습니다. 각 앨범에는 가사 시트가 있으며 9곡이 있었습니다. 얼마나 많은 노래가 있습니까?	X=9*(6+2)
2092	한 상자에는 무이 11개씩 들어있습니다. 118개의 상자 안에 있는 무은 모두 몇 개일까요?	11 * 118
425	4개의 수 89, 62, 81, 40가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?	max ( [ 89 , 62 , 81 , 40 ] ) - min ( [ 89 , 62 , 81 , 40 ] ) 
348	초등학생 4명, 중학생 3명이 있을 때, 초등학생들끼리 이웃하도록 일렬로 세우는 방법의 수는?	print ( math.factorial ( 1 + 3 ) * math.factorial ( 4 ) * math.factorial ( 3 ) )
1604	89에 어떤 수를 빼야 할 것을 잘못하여 897에 어떤 수를 곱했더니 59202이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	89 - ( 59202 / 897 ) 
933	서로 다른 두 자연수 A , B가 있습니다. A - B = --63, B = 9 * A 일 때, A 를 구하시오.	7.875
1372	은지는 전자 제품 매장서 MP3 플레이어 5개와 헤드폰 8개를 구입하고 840달러를 지불합니다. 유나는 MP3 플레이어 3개와 헤드폰 4개를 구입하고 480달러를 지불합니다. 헤드폰은 얼마입니까?	(5*X)+(8*Y)=840, (3*X)+(4*Y)=480
2425	70 보다 어떤 수만큼 작은 수는 407입니다. 어떤 수보다 220 작은 수는 얼마입니까?	407 - 70 - 220
762	어떤 소수의 소수점을 오른쪽으로 4 자리 옮기면 원래보다 891.91 만큼 커집니다. 원래의 소수를 구하시오.	891.91 * 10000 / 1
1958	5개의 수 67.6, 79.95, 15.44, 29.16, 33.03이 있습니다. 이 중에서 87.43보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 67.6, 79.95, 15.44, 29.16, 33.03 ] if val > 87.43 ] ) 
1152	알루미늄이 60%인 알루미늄 합금 10kg을 만들기 위해 과학자는 각각 45%와 70%의 알루미늄 함량을 가진 2개의 금속을 사용하려고 합니다. 70% 알루미늄은 몇 킬로그램 필요합니까?	X+Y=10, 45*0.01*X+70*0.01*Y=60*0.01*10
364	학교의 야구 팀에는 31명의 새로운 선수와 4명의 돌아온 선수가 있었습니다. 코치가 각 그룹에 7명의 선수가 있도록 하면 몇 개의 그룹이 생깁니까?	X=(31+4)/7
985	서로 다른 두 자연수 A , B가 있습니다. A + B = 60, B = 4 * A 일 때, A 를 구하시오.	60 / ( 1 + 4 )
221	달리기 시합에서 호석이보다 빠른 사람은 5명이 있고, 호석이보다 느린 사람은 10명이 있습니다. 총 인원수는 몇 명입니까?	print ( 5 + 1 + 10 )
206	회사에서 남성 직원의 10%가 여성 직원의 1/4과 동일합니다. 남성 직원과 여성 직원의 비율은 얼마입니까?	1 / 4 / ( 10 / 100 ) 
3897	56명의 학생들이 한 줄로 줄을 섰습니다. 유나의 앞에 36명의 학생들이 서 있습니다. 유나의 뒤에 서 있는 학생은 몇 명입니까?	56 - ( 36 + 1 )
611	어떤 소수의 소수점을 오른쪽으로 3 자리 옮기면 원래보다 713.6 만큼 커집니다. 원래의 소수를 구하시오.	713.6 * 1000 / 1
531	유정이는 페이스북에 33개의 사진을 업로드했습니다. 그녀는 한 앨범에 27개의 사진을 넣고 나머지를 3개의 다른 앨범에 넣습니다. 각 앨범에 몇 장의 사진이 있었습니까?	X=(33-27)/3
1237	어떤 수에서 131을 나누었더니 889가 되었습니다. 어떤 수에서 91를 곱하면 얼마가 되는지 구하시오.	889 * 131 * 91
2113	한 상자에는 사과이 124개씩 들어있습니다. 89개의 상자 안에 있는 사과은 모두 몇 개일까요?	124 * 89
1625	932에 어떤 수를 더해야 할 것을 잘못하여 43에 어떤 수를 곱했더니 4085이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	932 + ( 4085 / 43 ) 
824	q(n)=4n이라고 할 때, 4개의 숫자 q(-1), 7, 4, -11 중 3번째로 작은 수는?	print ( sorted ( [ 4 * -1 , 7 , 4 , -11 ] [ 2 ] ) )
4355	키가 작은 사람부터 순서대로 39명이 한 줄로 서 있습니다. 민영가 앞에서부터 33번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 민영는 앞에서부터 몇 번째에 서게 됩니까?	39 - 33 + 1
1426	성인 티켓은 5.5달러이고 어린이 티켓은 3.5달러입니다. 티켓 21장을 83.5달러에 구매했다면 어린이 티켓을 몇 장이나 구매했나요?	(5.5*X)+(3.5*Y)=83.5, X+Y=21
1202	어떤 수의 4배보다 7 작은 수는 13입니다. 어떤 수를 찾으시오.	X=(13+7)/4
3246	(라) 컵에 물을 가득 넣어 (하) 컵에 부었더니 물이 넘쳤습니다. 어느 컵에 물이 더 많이 들어갈까요?	(라)
3949	96명의 학생들이 한 줄로 줄을 섰습니다. 태형의 앞에 83명의 학생들이 서 있습니다. 태형의 뒤에 서 있는 학생은 몇 명입니까?	96 - ( 83 + 1 )
731	민영이는 3개의 상자가 있습니다. 각 상자에는 9개의 연필이 있습니다. 민영이는 얼마나 많은 연필을 가지고 있습니까?	X=3*9
6	마을 인구의 연간 증가가 10 %이고 현재 인구가 10000명이라면 2 년 안에 인구는 어떻게 될까요?	 ( 10 + 100 ) / 100 * 10000 * ( ( 10 + 100 ) / 100 ) 
1464	540에 어떤 수를 빼야 할 것을 잘못하여 293에 어떤 수를 곱했더니 29007이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	540 - ( 29007 / 293 ) 
1085	어떤 수에서 823을 빼야 하는데 잘못하여 35을 뺀 결과가 251이 나왔습니다. 바르게 계산한 결과를 구하시오.	251 + 35 - 823
702	A에서 B를 빼야 되는 것을 잘못하여 B에서 A를 뺏더니 3이 나왔다. 바르게 계산한 결과는?	print ( -3 )
3365	2 개의 수 2, 2 로 나누어 떨어질 수 있는 세 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(100, 1000) if arr % 2 == 0 and arr % 2 == 0 ] )
1957	3개의 수 46.68, 29.3, 10.71이 있습니다. 이 중에서 17.02보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 46.68, 29.3, 10.71 ] if val > 17.02 ] ) 
582	2개의 수 50, 35가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?	max ( [ 50 , 35 ] ) - min ( [ 50 , 35 ] ) 
3299	2 개의 수 15, 14 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 15 == 0 and arr % 14 == 0 ] )
265	연필 여덟 자루와 지우개 다섯 개를 세 명의 학생에게 분배하는 방법의 가짓수는 모두 몇 가지인가?	math.comb ( 8 + 3 - 1 , 3 ) * math.comb ( 5 + 3 - 1 , 3 )
390	사과, 배, 감, 포도, 바나나 중에서 5가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '사과', '배', '감', '포도', '바나나' ] , 5 ) ) )
245	사과, 감 중에서 1가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '사과', '감' ] , 1 ) ) )
3674	태형 , 유정 , 윤기의 수학 점수는 각각 18점, 44점, 24점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 89점입니다. 태형네 학급 인원수가 37명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 37 - 3 ) * 89 + 18 + 44 + 24 ) / 37
2667	주어진 숫자가 24, 87, 51, 32 일 경우 24 보다 크고 51 보다 작은 수 중 가장 작은 수는 무엇입니까?	min ( sorted ( [ i for i in [ 24, 87, 51, 32 ] if i > 24 and i < 51 ] ) )
1714	은지이는 6와 4를 모았습니다. 유나이는 2과 3을 모았습니다. 누가 모은 수가 더 큽니까?	'은지' if 6+4 > 2+3 else '유나'
1636	374에 어떤 수를 곱해야 할 것을 잘못하여 492에 어떤 수를 곱했더니 26076이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	374 * ( 26076 / 492 ) 
383	케이크, 머핀, 빵 믹스의 제조업체에는 100명의 구매자가 있는데 그중 50명은 케이크 믹스를, 40명은 머핀 믹스를 구입하고 16명은 케이크 믹스와 머핀 믹스를 모두 구입합니다. 100명의 구매자 중에서 무작위로 구매자를 선택한다면, 선택한 구매자가 케이크 믹스나 머핀 믹스를 구매하지 않는 사람이 될 확률은 얼마입니까?	 ( 100 - ( 50 + 40 - 16 ) ) / 100
498	200에서 2를 뺀 결과가 A이고 A에 B를 더한 결과가 300일 때, B의 값을 구하시오.	A = 200 - 2 ; B = 300 - A ; print ( B )
908	지민이의 연필은 31cm였습니다. 지민이가 연필을 쓰고 길이를 다시 재보니 14cm가 되었습니다. 지민이가 쓴 연필은 몇 센티미터입니까?	X=31-14
622	어떤 소수의 소수점을 오른쪽으로 4 자리 옮기면 원래보다 724.69 만큼 커집니다. 원래의 소수를 구하시오.	724.69 * 10000 / 1
885	윗변의 길이가 1500m, 아랫변의 길이가 2000m, 높이가 1000m인 사다리꼴 모양의 땅이 있습니다. 땅의 넓이는 몇 km2일까요?	( 1.5 + 2 ) * 1 / 2
311	상추, 양파, 가지 중에서 2가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '상추', '양파', '가지' ] , 2 ) ) )
1418	6부터 9까지의 짝수의 합을 구하시오.	sum ( [ i for i in range( 6 , 10 , 2 ) ] )
3074	(카) 컵에 물을 가득 넣어 (파) 컵에 부었더니 물이 넘쳤습니다. 어느 컵에 물이 더 적게 들어갈까요?	(파)
5	X의 25 %가 Y의 40 %와 같으면 X와 Y 사이의 비율을 계산하십시오.	25 / 40
371	영희와 철수는 각자 세자리의 수 카드들과 네자리의 수 카드들을 갖고 있습니다. 영희가 갖고 있는 카드의 최솟값과 철수가 갖고 있는 카드의 최댓값의 차이는 몇인가요?	abs ( min ( [ i for i in range ( 100 , 1000 ) ] ) - max ( [ i for i in range ( 1000 , 10000 ) ] ) )
4119	달리기 시합에서 유정는 93 등을 했고, 석진는 95 등을 했습니다. 호석는 석진보다 잘했지만 유정보다는 못했습니다. 호석의 등수는 몇 등입니까?	 ( 93 + 95 ) / 2
311	2는 50의 몇 %입니까?	2 / 50 * 100
3941	82명의 학생들이 한 줄로 줄을 섰습니다. 석진의 앞에 52명의 학생들이 서 있습니다. 석진의 뒤에 서 있는 학생은 몇 명입니까?	82 - ( 52 + 1 )
682	지민은 원래 5번 곱해야 할 수를 잘못하여 2번 곱했더니 24가 되었습니다. 원래 곱해서 얻는 수는?	5 * ( 24 / 2 )
4160	달리기 시합에서 유정는 39 등을 했고, 남진는 41 등을 했습니다. 호석는 남진보다 잘했지만 유정보다는 못했습니다. 호석의 등수는 몇 등입니까?	 ( 39 + 41 ) / 2
624	두 수의 곱을 구해야 하는 것을 잘못하여 차를 구했더니 3이 나왔다. 둘중 큰수가 14일 때, 올바른 답을 구하시오.	14 * ( 14 - 3 )
68	상자 안에 20개의 공이 있습니다. 정국이가 53개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	20 + 53
2538	852에서 932까지의 수가 있을 때, 888보다 크고, 890보다 작은 수는 얼마입니까?	( 888 + 890 ) / 2
848	한 무리의 남성이 12 일 만에 일을하기로 결정했지만 6명이 결석했습니다. 나머지 그룹이 14 일 안에 작업을했다면 원래의 남성 수는 무었입니까?	6 * 14 / ( 14 - 12 ) 
1306	어떤 사람은 450달러를 일부는 이자율 2%, 나머지는 3%에 저금했습니다. 총 이자가 11달러인 경우 2%에 얼마를 투자했습니까?	((2*0.01)*X)+((3*0.01)*Y)=11, X+Y=450
2436	573 보다 어떤 수만큼 큰 수는 814입니다. 어떤 수보다 730 큰 수는 얼마입니까?	814 - 573 + 730
2632	279에서 555까지의 수가 있을 때, 302보다 크고, 304보다 작은 수는 얼마입니까?	( 302 + 304 ) / 2
299	단행본이 발행되기 전에 판매 된 특정 소설의 양장본이 36,000개 있었습니다. 첫 번째 단행본이 팔린 때부터 소설의 마지막 복사본이 팔릴 때까지 양장본이 팔린 것보다 9배 많은 단행본이 팔렸습니다. 총 440000권의 소설이 모두 팔렸다면 단행본이 몇 권이나 팔렸습니까?	9 * ( 440000 - 36000 ) / ( 9 + 1 ) 
496	5개의 수 7, 81, 77, 73, 82가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?	max ( [ 7 , 81 , 77 , 73 , 82 ] ) - min ( [ 7 , 81 , 77 , 73 , 82 ] ) 
1588	941에 어떤 수를 더해야 할 것을 잘못하여 459에 어떤 수를 곱했더니 35802이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	941 + ( 35802 / 459 ) 
1180	한 회사가 764명이 오는 큰 행사를 위해 책상을 준비하고 있습니다. 책상에는 어린이 1인당 포크 2개, 성인 1인당 포크 5개가 필요합니다. 회사에서 총 2,992 포크를 준비했다면, 행사에 참석한 성인은 몇 명입니까?	X+Y=764, 2*X+5*Y=2992
638	태형은 초콜렛 10개를 먹었고 석진은 초콜렛 5개를 먹었습니다. 태형은 석진보다 초콜렛을 얼마나 더 먹었습니까?	44474
1555	705에 어떤 수를 곱해야 할 것을 잘못하여 385에 어떤 수를 곱했더니 36190이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	705 * ( 36190 / 385 ) 
755	어떤 소수의 소수점을 오른쪽으로 1 자리 옮기면 원래보다 341.77 만큼 커집니다. 원래의 소수를 구하시오.	341.77 * 10 / 1
896	은지의 머리카락은 18cm입니다. 은지의 머리카락이 4cm 더 자랄 경우 은지의 머리카락의 길이는 얼마입니까?	X=18+4
2975	석진와 동생의 나이를 합하면 41이고, 두 사람의 나이 차는 16입니다. 석진의 동생은 몇 살일까요?	( 41 - 16 ) / 2
3834	윤기 , 민영 , 지민의 수학 점수는 각각 35점, 95점, 61점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 23점입니다. 윤기네 학급 인원수가 42명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 42 - 3 ) * 23 + 35 + 95 + 61 ) / 42
3602	3 개의 수 8, 4, 10 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 8 == 0 and arr % 4 == 0 and arr % 10 == 0] )
895	남자는 5일만에 일을 할 수 있지만 아들의 도움으로 3일만에 할 수 있습니다. 아들은 혼자 일을 하면 얼마만큼의 시간이 걸릴까요?	5 * 3 / ( 5 - 3 ) 
3858	83명의 학생들이 한 줄로 줄을 섰습니다. 정국의 앞에 78명의 학생들이 서 있습니다. 정국의 뒤에 서 있는 학생은 몇 명입니까?	83 - ( 78 + 1 )
14	정국이는 46개의 수학 문제와 9개의 과학 문제가 있었습니다. 그가 학교에서 40개의 문제를 풀었다면 몇 개의 문제가 남아 있습니까?	X=46+9-40
4198	달리기 시합에서 남진는 92 등을 했고, 민영는 94 등을 했습니다. 태형는 민영보다 잘했지만 남진보다는 못했습니다. 태형의 등수는 몇 등입니까?	 ( 92 + 94 ) / 2
389	배, 복숭아, 참외 중에서 2가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '배', '복숭아', '참외' ] , 2 ) ) )
1243	어떤 수에서 493을 나누었더니 721가 되었습니다. 어떤 수에서 893를 더하면 얼마가 되는지 구하시오.	721 * 493 + 893
2641	154에서 859까지의 수가 있을 때, 591보다 크고, 593보다 작은 수는 얼마입니까?	( 591 + 593 ) / 2
1728	유정이는 3와 8를 모았습니다. 태형이는 5과 4을 모았습니다. 누가 모은 수가 더 큽니까?	'유정' if 3+8 > 5+4 else '태형'
4163	달리기 시합에서 은지는 77 등을 했고, 유나는 79 등을 했습니다. 정국는 유나보다 잘했지만 은지보다는 못했습니다. 정국의 등수는 몇 등입니까?	 ( 77 + 79 ) / 2
3510	3 개의 수 6, 13, 10 로 나누어 떨어질 수 있는 세 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(100, 1000) if arr % 6 == 0 and arr % 13 == 0 and arr % 10 == 0] )
197	석진, 지민, 민영이 차례대로 서 있습니다. 지민은 몇 번째에 서 있습니까?	2
455	집합 A는 300보다 작은 7의 배수이다. 집합 A의 수 중에서 자기자신에 30을 더한 수가 자신의 2배보다 작은 수는 몇개입니까?	count = 0 \nfor i in range( 7 , 300 , 7 ) : \n    if ( i * 2 ) > i + 30 : \n        count += 1 \nprint( count ) 
210	귤, 포도, 복숭아 중에서 2가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '귤', '포도', '복숭아' ] , 2 ) ) )
823	3개의 숫자 -2, -5, 3이 있을 때 3번째로 큰 수는?	print ( sorted ( [ -2 , -5 , 3 ] ) [ 3 - 3 ] )
3924	100명의 학생들이 한 줄로 줄을 섰습니다. 은지의 앞에 64명의 학생들이 서 있습니다. 은지의 뒤에 서 있는 학생은 몇 명입니까?	100 - ( 64 + 1 )
3763	정국 , 석진 , 윤기의 수학 점수는 각각 50점, 35점, 76점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 13점입니다. 정국네 학급 인원수가 73명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 73 - 3 ) * 13 + 50 + 35 + 76 ) / 73
844	태형이는 시간당 10km의 속도로 80km를 갔다. 태형이가 간 거리는 몇 킬로미터인가?	X=80/10
4109	달리기 시합에서 유정는 68 등을 했고, 태형는 70 등을 했습니다. 은지는 태형보다 잘했지만 유정보다는 못했습니다. 은지의 등수는 몇 등입니까?	 ( 68 + 70 ) / 2
3764	유정 , 민영 , 지민의 수학 점수는 각각 25점, 20점, 4점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 11점입니다. 민영네 학급 인원수가 5명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 5 - 3 ) * 11 + 25 + 20 + 4 ) / 5
220	은지는 그녀가 찾은 각 보물에 대해 7점을 득점하는 비디오 게임을 하고 있었습니다. 그녀가 첫 번째 게임에서 2개의 보물을 발견하고, 두 번째 게임에서 6개의 보물을 발견하였다면 그녀의 점수는 무엇입니까?	X=7*(2+6)
2345	449 보다 어떤 수만큼 작은 수는 858입니다. 어떤 수보다 568 작은 수는 얼마입니까?	858 - 449 - 568
56	(가) 도시에서 (나) 도시까지의 거리는 85.7km이고 (나)도시에서 (다) 도시까지의 거리는 95.74km입니다. 1시간에 75.6km를 가는 자동차로 (가) 도시에서 출발하여 (나) 도시를 거쳐 (다) 도시까지 가는데 몇 분 걸리는지 구하시오.	( 75.6 / 60 ) * ( 85.7 + 95.74 )
2037	9개의 수 74.13, 16.07, 43.28, 64.95, 94.54, 64.16, 33.09, 69.32, 98.8이 있습니다. 이 중에서 39.75보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 74.13, 16.07, 43.28, 64.95, 94.54, 64.16, 33.09, 69.32, 98.8 ] if val > 39.75 ] ) 
520	학교의 퀴즈 팀을 만들기 위한 36명의 학생들이 있습니다. 그중 9명이 먼저 팀을 만들었고, 나머지 학생들은 3개의 그룹으로 나누어 팀을 만들기로 했습니다. 각 그룹에 얼마나 많은 학생이 있습니까?	X=(36-9)/3
804	A와 B의 곱은 A와 B 합의 두 배보다 14 더 많습니다. B=8이면 B-A의 값은 얼마입니까?	8 - ( 8 * 2 + 14 ) / ( 8 - 2 ) 
3192	(나) 컵에 물을 가득 넣어 (가) 컵에 부었더니 물이 넘쳤습니다. 어느 컵에 물이 더 많이 들어갈까요?	(나)
11	영희, 철수, 영수는 오늘 함께 상자에서 책을 빼서 정리하고 있습니다. 영희는 책이 5권씩 들어있는 2개의 상자를, 철수와 영수는 책이 4권씩 들어있는 상자를 각자 3개, 6개 정리했습니다. 셋이 함께 정리한 책은 몇 권인가요?	5 * 2 + 4 * ( 3 + 6 )
1873	10개의 수 70.1, 12.7, 12.01, 78.31, 56.41, 46.2, 22.04, 98.62, 37.77, 42.14이 있습니다. 이 중에서 84.07보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 70.1, 12.7, 12.01, 78.31, 56.41, 46.2, 22.04, 98.62, 37.77, 42.14 ] if val > 84.07 ] ) 
858	영희는 20cm의 철사로 가로의 길이가 4cm인 직사각형을 만들었습니다. 철수는 30cm의 철사로 세로의 길이가 7cm인 직사각형을 만들었습니다. 영희가 만든 직사각형의 세로의 길이와 철수가 만든 직사각형의 가로의 길이의 합을 구하시오.	( 20 - 4 * 2 ) / 2 + ( 30 - 7 * 2 ) / 2
2698	주어진 숫자가 73, 31, 25, 10, 30, 94, 1 일 경우 1 보다 크고 31 보다 작은 수 중 가장 큰 수는 무엇입니까?	max ( sorted ( [ i for i in [ 73, 31, 25, 10, 30, 94, 1 ] if i > 1 and i < 31 ] ) )
3115	(카) 컵에 물을 가득 넣어 (파) 컵에 부었더니 물이 넘쳤습니다. 어느 컵에 물이 더 많이 들어갈까요?	(카)
748	두 숫자의 차이는 1365입니다. 큰 수를 작은 수로 나누면 4를 몫으로, 15를 나머지로 얻습니다. 큰 수를 구하시오.	 ( 1365 - 15 ) / ( 4 - 1 ) * 4
4448	키가 작은 사람부터 순서대로 95명이 한 줄로 서 있습니다. 유정가 앞에서부터 77번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 유정는 앞에서부터 몇 번째에 서게 됩니까?	95 - 77 + 1
1019	호석이는 3개의 상자가 있었습니다. 각 상자에는 4개의 케이크가 있습니다. 케이크는 총 몇 개 있습니까?	X=3*4
913	첫 번째 항이 5이고 공차가 7인 산술의 25번째 항을 찾습니다.	 ( 25 - 1 ) * 7 + 5
1435	7부터 9까지의 홀수의 합을 구하시오.	sum ( [ i for i in range( 7 , 10 , 2 ) ] )
3752	유정 , 민영 , 유나의 수학 점수는 각각 37점, 91점, 12점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 62점입니다. 민영네 학급 인원수가 50명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 50 - 3 ) * 62 + 37 + 91 + 12 ) / 50
48	정국이와 그의 엄마는 그들의 정원에서 당근을 수확했다. 석진이는 17개를 수확했고, 어머니가 14개를 수확했다. 당근의 24개만이 상태가 좋았다면 상태가 나쁜 당근은 총 몇 개가 있습니까?	X=17+14-24
2133	한 상자에는 고추이 264개씩 들어있습니다. 257개의 상자 안에 있는 고추은 모두 몇 개일까요?	264 * 257
1083	각 컵은 8ml입니다. 33개의 컵은 총 몇 밀리리터입니까?	X=8*33
328	토마토, 당근, 배추, 상추, 마늘, 가지 중에서 4가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '토마토', '당근', '배추', '상추', '마늘', '가지' ] , 4 ) ) )
1624	653에 어떤 수를 더해야 할 것을 잘못하여 247에 어떤 수를 곱했더니 17784이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	653 + ( 17784 / 247 ) 
998	서로 다른 두 자연수 A , B가 있습니다. A - B = --58, B = 8 * A 일 때, A 를 구하시오.	8.285714286
2023	4개의 수 79.15, 90.87, 31.57, 45.21이 있습니다. 이 중에서 54.64보다 작은 수는 모두 몇 개 입니까?	len ( [ val for val in [ 79.15, 90.87, 31.57, 45.21 ] if val < 54.64 ] ) 
2332	612 보다 어떤 수만큼 작은 수는 787입니다. 어떤 수보다 877 작은 수는 얼마입니까?	787 - 612 - 877
3598	3 개의 수 9, 14, 3 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 9 == 0 and arr % 14 == 0 and arr % 3 == 0] )
1252	소금이 32%인 용액과 소금이 12%인 다른 용액을 혼합하고 있습니다. 소금이 20%인 용액 50리터를 생산하기 위해 32% 용액을 몇 리터 사용해야 합니까?	((32*0.01)*X)+((12*0.01)*Y)=20*0.01*50, X+Y=50
850	서로 다른 두 자연수 A , B가 있습니다. A - B = --83, B = 6 * A 일 때, A 를 구하시오.	16.6
1040	어떤 수에서 540을 더해야 하는데 잘못하여 17을 더한 결과가 685이 나왔습니다. 바르게 계산한 결과를 구하시오.	685 - 17 + 540
724	각 어린이에게는 5개의 병뚜껑이 있습니다. 9명의 어린이가 있는 경우 총 병뚜껑이 몇 개 있습니까?	X=5*9
1155	두 숫자의 차가 9이고 합이 46이면 더 작은 숫자는 무엇입니까?	X-Y=9, X+Y=46
289	무, 오이, 고추, 가지 중에서 4가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '무', '오이', '고추', '가지' ] , 4 ) ) )
394	태형은 표시된 가격에서 20% 할인을 받은 후 12500원 냉장고를 구입했습니다. 그는 운송에 125원를, 설치에 250원을 썼습니다. 할인이 제공되지 않는 경우 벌어 들인 이익이 15%가 되도록 어떤 가격으로 판매 해야 합니까?	 ( 100 + 15 ) * ( 12500 * 100 / ( 100 - 20 ) + 125 + 250 ) / 100
726	영희, 철수, 민수, 영수는 각자 상자를 가지고 있습니다. 철수의 상자는 영수의 상자보다 작습니다. 영희의 상자는 민수의 상자보다 큽니다. 철수의 상자는 영희의 상자보다 큽니다. 가장 작은 상자는 누구 상자일까요?	민수
3039	지민와 동생의 나이를 합하면 21이고, 두 사람의 나이 차는 14입니다. 지민의 동생은 몇 살일까요?	( 21 - 14 ) / 2
1599	758에 어떤 수를 더해야 할 것을 잘못하여 774에 어떤 수를 곱했더니 75078이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	758 + ( 75078 / 774 ) 
4297	키가 작은 사람부터 순서대로 92명이 한 줄로 서 있습니다. 태형가 앞에서부터 26번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 태형는 앞에서부터 몇 번째에 서게 됩니까?	92 - 26 + 1
