id,question,equation,answer,source
456,두 개의 파이프 (가)와 (나)는 각각 12시간과 15시간 안에 탱크를 채울 수 있습니다. 두 파이프가 탱크에서 함께 열리면 탱크를 채우는 데 얼마나 걸립니까?,1 / ( 1 / 12 + 1 / 15 ) ,6.67,translate
457,지난 N일 동안 회사의 일일 평균 생산량은 60대였습니다. 오늘의 생산량 90대가 하루 평균 62대까지 올라 간다면 N의 값은 얼마입니까?, ( 90 - 60 ) / ( 62 - 60 ) - 1,14,translate
458,8명의 평균 체중이 1.5kg 증가합니다. 체중이 65kg 인 사람이 새 사람으로 교체되면 새 사람의 체중은 얼마입니까?,65 + 8 * 1.5,77,translate
459,우리는 가게에서 85개의 모자를 샀다. 파란색 모자는 6원이고 녹색 모자는 7원입니다. 총 가격은 540원였습니다. 얼마나 많은 녹색 모자를 샀습니까?,540 - 85 * 6,30,translate
460,"(가), (나), (다)는 파트너쉽을 맺습니다. (가)는 (나)가 투자하는 것의 3배와 (다)가 투자하는 것의 2/3를 투자합니다. 연말에 얻은 수익은 66000원입니다. (다)의 투자 금액은 얼마입니까?",10 / 20 * 80 / 40 + 10,11,translate
461,60보다 70% 작은 숫자를 구하시오.,60 * 70 / 100,42,translate
462,4년 간격으로 태어난 4명의 아이들의 합은 36세입니다. 막내의 나이는 몇 살입니까?, ( 36 / ( 4 / 4 ) - ( 4 - 1 ) * 4 ) / 4,6,translate
463,"한 학교에는 50, 35, 45, 42명의 학생이있는 (가) 학급에 4개의 화학 섹션이 있습니다. 화학 시험에서 얻은 평균 점수는 4개 섹션에 대해 각각 50, 60, 55 및 45입니다. 학생 당 전체 평균 점수를 구하시오.", ( 50 * 50 + 35 * 60 + 45 * 55 + 42 * 45 ) / ( 50 + 35 + 45 + 42 ) ,52.12,translate
464,은지가 월급의 20%를 저축합니다. 만약 은지가 자신의 월간 지출을 20% 늘려야한다면 은지는 매월 오직 260원만 저축 할 수 있습니다. 은지의 월급은 얼마입니까?,260 * 100 / ( 100 - ( 100 - 20 + ( 100 - 20 ) * 20 / 100 ) ) ,6500,translate
465,20명은 하루 8시간씩 15일 동안 50권의 책을 쓸 수 있습니다. 그러면 60명이 200권을 며칠 동안 쓸 수 있습니까?,50 * 15 / ( 60 / 2 ) ,25,translate
466,(가) 학급의 학생 55명의 평균 점수가 60점이고 (나) 학급의 학생 48명의 평균 점수가 58점인 경우 두 학급에서의 모든 학생의 평균 점수를 구하시오., ( 55 * 60 + 48 * 58 ) / ( 55 + 48 ) ,59.07,translate
467,유통 업체는 유통 업체가 정한 가격의 20%에 해당하는 수수료를 받는 온라인 상점을 통해 제품을 판매합니다. 유통업자는 품목 당 20원의 가격으로 생산자로부터 제품을 얻습니다. 유통 업체가 품목 가격에 대해 20%의 이익을 유지하기를 원할 경우 구매자가 온라인으로 관찰하는 가격은 얼마입니까?, ( 20 / 100 * 20 + 20 ) / ( ( 100 - 20 ) / 100 ) ,30,translate
468,"(가), (나), (다)는 각각 2,000을 투자하여 사업을 시작합니다. 6개월 후 (가)는 1000을, (나)는 1000을, (다)는 1000을 더 투자합니다. 연말에 총 이익은 6600이었다. (나)의 몫을 구하시오.", ( ( 12 - 6 ) * 1000 + 2 * 100 * 100 * 6 ) / ( 100 * 10 ) ,126,translate
469,"20명의 남자가 6일 동안 66m 길이의 벽을 지을 수 있다면, 86명의 남자가 8일 동안 어떤 길이의 벽을 만들 수 있습니까?",66 * 86 * 8 / ( 20 * 6 ) ,378.4,translate
470,유정은 10.50원을 가졌습니다. 유정는 과자에 2.25원을 쓰고 두 친구에게 각각 2.20원을 주었다. 남은 돈의 액수를 구하시오.,10.50 - ( 2.25 + 2.20 + 2.20 ) ,3.85,translate
471,"두 개의 파이프는 각각 10시간과 12시간 안에 물 탱크를 채울 수 있으며, 세 번째 파이프는 20시간 안에 그것을 비울 수 있습니다. 모든 파이프가 동시에 열리면 몇 시간 안에 저수조가 채워지는지 구하시오.",351 / ( ( 100 + 20 ) / 100 ) * 2,585,translate
472,"14명의 남자가 80일 동안 일을 한다면, 20명의 남자는 며칠 안에 일을 할 수 있는지 구하시오.",14 * 80 / 20,56,translate
473,"두 항은 3:4에 있으며, 각 항에 10을 더하면 4:5가됩니다. 두 번째 항을 구하시오.", ( 5 * 10 - 4 * 10 ) * 4,40,translate
474,두 개의 파이프 a와 b는 각각 18시간과 24시간 안에 탱크를 채울 수 있습니다. 두 파이프가 동시에 열리면 탱크를 채우는 데 시간이 얼마나 걸리나요?,1 / ( 1 / 18 + 1 / 24 ) ,10.29,translate
475,"파이프 a와 b는 3시간과 4시간 안에 탱크를 채울 수 있습니다. 파이프 c는 4시간 안에 그것을 비울 수 있습니다. 모든 파이프가 함께 열였을 때, 탱크가 채워지는 시간을 구하시오.", ( 100 - ( 20 + 5 ) ) / 100 * ( 100 - ( 20 - 4 ) ) ,63,translate
476,"특정 자동차 판매점에서는 이코노미 자동차, 고급 자동차 및 스포츠 유틸리티 차량을 판매합니다. 고급차에 대한 이코노미의 비율은 3:5입니다. 스포츠 유틸리티 차량에 대한 경제 차량의 비율은 4:3입니다. 스포츠 유틸리티 차량에 대한 고급 자동차의 비율은 얼마입니까?",4 * 3 / ( 3 * 3 ) / ( 3 * 4 / ( 5 * 4 ) ) ,2.22,translate
477,졸업반에서 가장 높은 급여와 가장 낮은 급여의 차이는 100000원입니다. 중간 급여는 최저 급여보다 50000원 높고 평균 급여는 중앙 급여보다 20000원 높습니다. 수업의 최소 학생 수는 몇 명입니까?,100000 / 20000 * 3,15,translate
478,51명은 하루에 5시간씩 12일 만에 도로를 수리 할 수 ​​있습니다. 하루 6시간씩 일하는 30명이 며칠 안에 작업을 완료 할 것인가?,51 * 12 * 5 / ( 30 * 6 ) ,17,translate
479,"윤기는 20%의 이익으로 은지에게 자전거를 판매합니다. 은지는 25%의 이익으로 유나에 판매합니다. 유나가 그것에 대한 225원을 지불했다면, 자전거의 가격은?",100 * 100 * 225 / ( 25 + 100 ) / ( 20 + 100 ) ,150,translate
480,30명의 학급의 평균 점수는 50명이고 다른 학급의 50명은 60점입니다. 모든 학생들의 평균 점수를 구하시오., ( 30 * 50 + 50 * 60 ) / ( 30 + 50 ) ,56.25,translate
481,유정는 혼자서 4일 안에 작업을 할 수 있습니다. 남준는 15일 안에 작업을 할 수 있습니다. 호석의 도움으로 그들은 함께 24일 만에 작업을 완료했습니다. 호석는 며칠 안에 혼자서 할 수 있습니까?,4 * 15 / ( ( 4 * 15 - ( 4 * 15 / 4 + 4 * 15 / 15 ) * 24 ) / 24 ) ,-3.64,translate
482,15명의 작업자가 48시간 내에 벽을 쌓을 수 있다면 30시간 내에 동일한 작업을 수행하려면 몇 명의 작업자가 필요합니까?,15 * 48 / 30,24,translate
483,"세 개의 주전자 (가), (나) 및 (다)는 수영장이 비어있는 상태에서 가득 찬 상태까지 각각 20분, 20분 및 30분 안에 채울 수 있습니다. 수영장이 비면 세 개의 주전자가 모두 열립니다. (가), (나) 및 (다)는 각각 화학 용액 (라), (마) 및 (바)을 배출합니다. 3분 후 탱크의 액체에서 용액 (바)의 비율은 얼마입니까?",3 / 30 * 1 / ( 3 * ( 1 / 30 + ( 1 / 20 + 1 / 20 ) ) ) ,0.25,translate
484,7명의 평균 연령은 30세입니다. 막내 나이는 4세입니다. 막내가 태어 났을 때 사람들의 평균을 구하시오., ( 30 * 7 - 4 * 7 ) / 7,26,translate
485,소와 닭의 그룹에서 다리의 수는 머리 수의 두 배보다 10 더 많았습니다. 소의 수를 구하시오.,10 / ( 4 - 2 ) ,5,translate
486,10명 그룹의 평균 연령은 46세였던 한 사람이 새로운 사람으로 대체되면서 3년 감소했다. 새로운 사람의 나이를 구하시오.,46 - 10 * 3,16,translate
487,조각가가 조각상을 조각하고 있습니다. 원래 대리석 조각의 무게는 250kg이었습니다. 첫 주에 30%가 제거됩니다. 두 번째 주에는 나머지 20%가 제거됩니다. 셋째 주에 나머지 25%가 제거되면 동상이 완성됩니다. 최종 동상의 무게는 얼마입니까?, ( 1 - 25 / 100 ) * ( ( 1 - 20 / 100 ) * 250 * ( 1 - 30 / 100 ) ) ,105,translate
488,(가) 집합은 8개의 고유 한 소수 집합입니다. 집합 (가)에있는 정수의 합이 짝수이고 숫자 A가 (가)의 구성원 인 경우 A가 될 수 있는 최소값은 무엇입니까?,8 / 4 + 1,3,translate
489,"주유소에서 서비스 비용은 자동차 당 1원.75, 연료 1리터당 0.65원입니다. 한 회사가 12 대의 자동차를 소유하고 모든 연료통에 58리터가 들어 있고 자동차의 연료가 모두 비어 있다고 가정하면 모든 자동차에 연료를 공급하는 데 드는 총 비용은 얼마입니까?",0.65 * 58 * 12,452.4,translate
490,"1000m 경주에서 오리는 닭을 100m 이기고,  800m 경주에서 닭는 토끼를 100m 이길 수 있습니다. 600 m 경주에서 오리가 토끼를 몇 m 로 이길까요?",600 * ( 1000 - ( 1000 - 100 ) * ( 800 - 100 ) / 800 ) / 1000,127.5,translate
491,6개의 관측치의 평균은 12입니다. 새 관측치가 포함될때마다 새로운 평균이 1만큼 감소합니다. 일곱 번째 관찰 값은?, ( 12 - 1 ) * ( 6 + 1 ) - 12 * 6,5,translate
492,"1200, 1300, 1400, 1510, 1520, 1530, 1115, 1120, 1125의 평균은 얼마입니까?",(1200 + 1300 + 1400 + 1510 + 1520 + 1530 + 1200 +1125 ) / ( 4+4 ),1348.125,translate
493,"유나는 포도 7kg을 kg 당 68원에, 망고 9kg을 kg 당 48원에 구입했습니다. 그가 가게 주인에게 얼마를 지불 했습니까?",7 * 68 + 9 * 48,908,translate
494,윤기는 144의 시계를 구입하고 시계의 원가와 동일한 비율의 이익을 얻었습니다. 시계의 원가는 얼마입니까?, (math.sqrt ( 100 * 100 + 100 * 144 * 4 ) - 100 ) / 2 + 10,90,translate
495,한 사장이 300일 동안 15km 길이의 도로를 건설하는 프로젝트를 착수하고 이를 위해 35명의 직원을 고용합니다. 100일 후에 그는 도로의 2.5km 만 완공 된 것을 알게됩니다. 그가 제 시간에 일을 끝내기 위해 고용해야하는 추가 인원의 (대략적인) 수를 구하시오.,round(35 * ( 15 - 2.5 ) * 100 / ( 2.5 * ( 300 - 100 ) ) - 35),53,translate
496,"12, 13, 14, 510, 520, 530, 1115, 1120, 1, 1252140, 2345의 평균은 얼마입니까?", ( 12 + 13 + 14 + 510 + 520 + 530 + 1115 + 1120 + 1115 + 10 + 2345 - ( 100 * 2 + 4 + 1 ) + 2345 ) / ( 10 + 1 ) ,858.55,translate
497,한 반 학생 15명의 평균 연령은 15세입니다. 이 중 5명의 평균 연령은 13세이고 나머지 9명의 학생은 16세이다. 15번째 학생의 연령은 무엇인가?,15 * 15 - ( 5 * 13 + 9 * 16 ) ,16,translate
498,"학생이 호텔에 머무르는 비용이 첫 주에 하루에 1800원, 추가 주에 대해 하루에 1300원이다. 23일 동안 머무르는 데 드는 비용은 얼마입니까?",18.00 * ( 3 + 4 ) + 13.00 * ( 23 - ( 3 + 4 ) ) ,334,translate
499,기차는 10분 안에 12km의 거리를 운행합니다. 전보를 통과하는 데 6초가 걸리면 열차의 길이는?,100.0 / ( 100.0 / 10 - 6 ) ,25,translate
500,국가 (가) 국민 각자에게 소득의 첫 번째 40000원의 15%에 해당하는 금액과 40000원를 초과하는 모든 소득의 20%에 해당하는 세금을 부과합니다. 어떤 (가) 국가의 시민이 총 8000원의 과세를받는다면 그녀의 소득은 얼마입니까?, ( 8000 - 15 / 100 * 40000 ) / ( 20 / 100 ) + 40000,50000,translate
501,80보다 70%가 작은 숫자를 구하시오.,80 * 70 / 100,56,translate
502,연속 된 3개의 홀수의 합은 첫 번째 숫자보다 20이 더 많습니다. 중간 숫자는 무엇입니까?, ( 20 - ( 2 + 4 ) ) / ( 3 - 1 ) + 2,9,translate
503,각기 다른년도에 태어난 4명의 아이들의 나이의 합은 48세입니다. 가장 나이는 많은 아이는 몇 살입니까?, ( 4 + 4 + 4 + 4 + 4 + 4 + 48 ) / 4,18,translate
504,"그릇에는 같은 수의 빨강, 주황, 초록, 파랑, 노랑 사탕이 들어 있습니다. 윤기는 모든 녹색 사탕과 주황색 사탕의 절반을 먹습니다. 다음으로, 그는 각 색깔의 나머지 조각의 절반을 먹습니다. 마지막으로, 그는 모든 색상의 남은 사탕 수가 원래 수의 32%가 될 때까지 빨간색과 노란색 사탕을 같은 비율로 먹습니다. 빨간 사탕의 몇 %가 남아 있습니까?", ( 32 - ( 100 / ( 2 + 3 ) / 2 + 100 / ( 2 + 3 ) / 2 / 2 ) ) / 2 / ( 100 / ( 2 + 3 ) ) * 100,42.5,translate
505,"N명의 사람이 원형으로 앉아 있고, 짝을 제외하고 파티에 참석 한 두 사람은 각각 노래를 불렀고, 노래가 2분 동안 지속되고 28분 동안 노래를 부를 때 N은?",44255,14,translate
506,"3개의 자선 단체는 각각 8명의 이사를 두고 있습니다. 정확히 4명이 각각 3개의 이사회에서 봉사하고 각 자선 단체 쌍의 이사회에 5명의 공통된 사람이 있다면, 한 명 이상의 이사회에서 봉사하는 개별 인원은 몇 명입니까? ",3 * 8 - 8 - 3,13,translate
507,숫자의 2/5 의 1/3의 1/4는 14입니다. 그 숫자의 40%는 얼마일까요,14 / ( 1 / 4 * 1 / 3 * 2 / ( 2 + 3 ) ) * 40 / 100,168,translate
508,은지는 4일 안에 작업을 할 수 있습니다. 남준이는 9일 안에 작업을 할 수 있습니다. 정국의 도움으로 모두가 함께 2일 만에 작업을 완료했습니다. 정국 혼자서는 며칠 동안 일을 완료 할 수 있습니까?,4 * 9 / ( ( 4 * 9 - ( 4 * 9 / 4 + 4 * 9 / 9 ) * 2 ) / 2 ) ,7.2,translate
509,숫자의 30%가 12.6이면 숫자는 무엇입니까?,12.6 / 100 / ( 30 / 100 ) ,42,translate
510,10명의 남자가 10일 동안 일을합니다. 4일 안에 작업을 끝내려면 몇 명의 남자가 필요합니까?,10 * 10 / 4,25,translate
511,상인은 도화지 1m당 20원의 수익으로 80m의 도화지를 6900원에 판매합니다. 도화지 1m의 원가는 얼마입니까?,6900 / 80 - 20,66.25,translate
512,유정은 그의 딸 태형보다 30살 더 많다. 20년 후에 유정은 태형보다 두 배가 될 것입니다. 태형의 현재 나이를 구하시오.,30 + 20 - 20 * 2,10,translate
513,지민이가 3500에서 태형를 연 10%로 빌려주고 태형이가 정국에 같은 합계를 연 13%로 빌려준다면 3년 동안 태형의 이득은?,3500 * 13 * 3 / 100 - 3500 * 10 * 3 / 100,315,translate
514,25개의 결과의 평균은 18입니다. 이들 중 처음 12개의 평균은 14이고 마지막 12개의 평균은 17입니다. 13번째 결과는 무엇입니까?,25 * 18 - 12 * 17 - 12 * 14,78,translate
515,숫자의 합은 98입니다. 첫 번째와 두 번째 사이의 비율이 2:3이고 두 번째와 세 번째 사이의 비율이 5:8이면 두 번째 숫자를 구하시오.,"98 *math.lcm ( 3 , 5 ) / ( 8 * 3 + 5 * 2 + 5 * 3 ) ",30,translate
516,유정이가 1600원에 자전거를 사고 20%의 손실에 판매합니다. 자전거의 판매 가격은 얼마입니까?, ( 100 - 20 ) * 1600 / 100,1280,translate
517,15명의 사람들이 저녁 식사를 위해 호텔에 갔는데 10명은 저녁 식사에 각각 50원을 썼고 나머지는 15명 모두의 평균 지출보다 4원을 더 썼습니다. 그들에 의해 소비된 총 돈은 얼마입니까?., ( 10 * 50 + ( 15 - 10 ) * 4 ) / ( 15 - ( 15 - 10 ) ) * 15,780,translate
518,8명의 평균 몸무게는 45kg의 한 사람 대신 새로운 사람이 오면 2.5kg씩 증가합니다. 새로운 사람의 무게는 얼마입니까?,2.5 * 8 + 45,65,translate
519,"목요일에 은지는 90개의 거래를 처리했습니다. 석진은 은지보다 10% 더 많은 거래를 처리했고, 태형은 석진가 처리한 거래의 2/3를 처리했으며, 유나는 태형보다 19개 더 많은 거래을 처리했습니다. 유나는 얼마나 많은 거래를 처리했습니까?",90 / 100 * ( 10 + 100 ) * 2 / 3 + 19,85,translate
520,10에서 40까지 정확히 3으로 나눌 수 있는 숫자는 몇 개입니까?, (math.floor ( 40 / 3 ) * 3 - (math.floor ( 10 / 3 ) + 1 ) * 3 ) / 3 + 1,10,translate
521,두 숫자는세 번째 숫자보다 각각 10%와 40% 더 많습니다. 두 숫자 중 작은 수를 큰 수로 나눈 값은?, ( 100 + 10 ) / ( 100 + 40 ) ,0.79,translate
522,윤기가 10일 안에 일을 할 수 있고 윤기와 호석이 5일 안에 같은 일을 할 수 있다면. 호석 혼자서 일하는데 며칠이 걸릴까요?,1 / ( 1 / 5 - 1 / 10 ) ,10,translate
523,남준은 매달 일정 금액의 월급을 저축하기로 결정했고 월급은 매월 변하지 않았습니다. 남준이 월간 저축으로 연말까지 저축 한 금액이 월간 지출액의 6배라면 매월 급여 중 지출 한 급여의 비율은 얼마입니까?,1 - 6 / ( 6 + 12 ) ,0.67,translate
524,시험에서 학생은 모든 정답에 대해 3점을 받고 모든 오답에 대해 1점을 잃습니다. 120개의 질문을 모두 시도하고 180점을 획득 한 경우 정답의 갯수는?, ( 180 + 120 ) / ( 3 + 1 ) ,75,translate
525,우리가 쇼핑을 위해 가져간 돈의 30%를 지출하고 나서 350원가 남았습니다. 우리가 가지고 있던 돈은?,350 / ( 1 - 30 / 100 ) ,500,translate
526,"카드의 가치는 첫해에 30%, 두 번째 해에 10% 감소했습니다. 2년 동안 카드 가치의 총 감소율은 얼마입니까?",100 - ( 1 - 10 / 100 ) * ( 1 - 30 / 100 ) * 100,37,translate
527,"(가) 회사에는 53명의 직원이 있습니다. 수요일에 생일이있는 직원의 수가 다른 요일에 생일이있는 직원의 수보다 많고 각 직원의 생일이 같은 경우, 수요일에 생일을 보내는 직원은 최소 몇명 입니까?",4 +math.floor ( 53 / ( 4 + 3 ) ) + 1,12,translate
528,5개의 학급이있는 학교에서 각 학급은 이전 학급보다 2명의 학생이 적습니다. 학교의 총 학생 수가 120인 경우 가장 많은 학생이 몇명입니까?, ( 120 - ( 2 + 2 + 2 + 2 + 2 + 2 + 2 + 2 + 2 + 2 ) ) / 5 + 2 + 2 + 2 + 2,28,translate
529,작업장에있는 모든 근로자의 평균 급여는 8000입니다. 7명의 기술자의 평균 급여는 12000이고 나머지의 평균 급여는 6000입니다. 작업장에는 몇명의 작업자가 있습니까?,7 + 7 * ( 12000 - 8000 ) / ( 8000 - 6000 ) ,21,translate
530,지민은 6일 만에 작업을 할 수 있지만 유나의 도움으로 3일 만에 끝낼 수 있습니다. 유나가 일을 혼자 끝내기 위해 며칠이 걸립니까?,6 * 3 / ( 6 - 3 ) ,6,translate
531,정국은 4일 안에 작업을 할 수 있습니다. 민영은 12일 내에 동일한 작업을 수행 할 수 있습니다. 정국과 민영이 함께 일하면 며칠 안에 작업을 마칠 수 있습니까?,4 * 12 / ( 4 + 12 ) ,3,translate
532,석진은 수학 연습 문제를 포함하여 80부터 125을 포함한 문제를 해결합니다. 석진은 얼마나 많은 문제를 해결합니까?,125 - 80 + 1,46,translate
533,"(가)가게 주인은 20%의 이익으로 100원에 물건을 팔았습니다. 이때, 원래 물건의 가격은?",round(100 * ( 100 / ( 100 + 20 ) )) ,83,translate
534,태형은 1시간에 3km를 걸을 수 있습니다. 태형이 50km를 몇 시간 동안 걸을 수 있습니까?,18323,16.67,translate
535,선거에서 두명의 후보가 있었습니다. 우승자 후보는 62%의 득표를 받았고 324표로 선거에서 승리했습니다. 우승 한 후보에게 주어진 투표 수는?,324 / ( ( 62 - ( 100 - 62 ) ) / 100 ) * 62 / 100,837,translate
536,주사위를 두 번 굴립니다. 합계가 9가 될 확률은 얼마입니까?,44205,0.11,translate
537,두 후보 사이의 선거에서 첫 번째 후보는 60%의 표를 얻었고 두 번째 후보는 240 표를 얻었습니다. 총 투표 수는 얼마입니까?,240 * 100 / ( 100 - 60 ) ,600,translate
538,주전자 X는 1/2 물로 가득 차 있습니다. 주전 X의 절반 용량 인 주전자 Y는 1/2 물로 가득 차 있습니다. Y주전자의 물을 X 주전자에 부으면 주전자X는 용량의 몇분의 1로 채워질 것입니까?,1 / 2 + 1 / 2 * 1 / 2,0.75,translate
539,볼 팀(나)는 오른 손잡이와 왼손잡이 선수가 동일합니다. 어떤 날에는 3분의 1의 선수들이 연습을하지 않았습니다. 그날 연습에서 선수의 1/3이 왼손잡이였다. 그날 연습하지 않은 오른 손잡이 선수 수와 연습하지 않은 왼손잡이 선수 수의 비율은 얼마입니까?, ( 1 / 2 - ( 1 - 1 / 3 - 1 / 3 * ( 1 - 1 / 3 ) ) ) / ( 1 / 2 - 1 / 3 * ( 1 - 1 / 3 ) ) ,0.2,translate
540,어떤 회사(다)의 직원 20명의 평균 월급은 1700입니다. 관리자의 급여를 더하면 평균 급여가 100만큼 증가합니다. 관리자의 월급은 얼마입니까?, ( 1700 + 100 ) * ( 20 + 1 ) - 1700 * 20,3800,translate
541,스리랑카의 한 마을(라)의 인구의 5%는 폭격으로 사망했고 나머지 15%는 두려움 때문에 마을을 떠났습니다. 지금 인구가 3553명으로 줄었다면 처음에는 얼마였습니까?,math.floor ( 3553 / ( ( 100 - 5 ) / 100 * ( 100 - 15 ) / 100 ) ) ,4400,translate
542,어느 날 밤 경찰에 근무하는 여성 장교의 16%가 근무 중이었습니다. 160명의 경찰관이 그날 밤 근무하고이 중 절반이 여성 경찰관이라면 경찰에 근무한 여성 경찰관은 몇명입니까?,160 / 2 / ( 16 / 100 ) ,500,translate
543,5개 숫자의 평균은 27이다. 하나의 숫자를 제외하면 평균은 25가됩니다. 제외 된 숫자는?,27 * 5 - 25 * 4,35,translate
544,판매자는 우유와 물 혼합물을 36원에 판매 할 때 비용 대비 20%의 이익을 얻기 위해 물을 리터당 33원의 우유와 혼합하려고합니다. 물과 우유를 어떤 비율로 섞어 야합니까?, ( 33 - 36 / ( ( 100 + 20 ) / 100 ) ) / ( 36 / ( ( 100 + 20 ) / 100 ) ) ,0.1,translate
545,윤지와 유나에게 주당 총 500원이 지급됩니다. 윤지가 유나에게 지불 한 금액의 150%를 받으면 유나는 주당 얼마를 받습니까?,550 / ( 150 / 100 + 1 ) ,220,translate
546,"1991년에 도시 X의 가족 중 60%가 개인용 컴퓨터를 소유했습니다. 1993년에 컴퓨터를 소유 한 도시 (가)의 가족 수는 1991년보다 20% 더 많았고, 도시 (가)의 총 가족 수는 1991년보다 1993년에 9% 더 많았습니다. 1993년에 (가)의 가족 중 몇 퍼센트가개인용 컴퓨터를 소유 했습니까?",100 * ( ( 20 + 100 ) * 60 / 100 / ( 100 + 9 ) ) ,66.06,translate
547,용액에는 레모네이드 시럽 7개당 물 8개가 들어 있습니다. 이제 용액에 레모네이드 시럽이 10% 함유되도록 용액의 몇 부분을 제거하고 물로 교체해야합니까?, ( 7 / ( 8 + 7 ) - 2 / ( 2 + 3 ) ) / ( 7 / ( 8 + 7 ) ) * ( 8 + 7 ) ,2.14,translate
548,"음향 수업에서 120명의 학생이 남자이고 100명의 학생이 여자입니다. 남학생의 25%, 여학생의 20%가 공대생입니다. 공대 남학생 20%, 공대 여학생 25%가 기말 고사에 합격했다. 공대생 중 몇 퍼센트가 시험에 합격 했습니까?",120 / 4 / ( 1 + 4 ) * 2 + 100 / ( 1 + 4 ) / 4 + 1 + 4,22,translate
549,40명으로 구성된 반에서 2명의 학생은 도서관에서 책을 빌리지 않았고 12명의 학생은 1권을 빌렸고 10명의 학생은 2권을 빌렸고 나머지는 3권 이상을 빌렸다. 학생 1인당 평균 책 수가 2권이라면 한 학생이 빌릴 수 있는 최대 도서 수는 얼마입니까?,40 * 2 - ( ( 40 - ( 12 * 1 + 10 + 2 ) - 1 ) * 3 + 12 * 1 + 10 * 2 ) ,3,translate
550,남자는 그의 아들보다 22세 더 많다. 2년 후에 그의 나이는 그의 아들 나이의 두 배가 될 것입니다. 아들의 현재 나이는?,22 - ( 2 * 2 - 2 ) / 2 - 1,20,translate
551,석진은 2분 안에 2km 거리를 달릴 수 있습니다. 윤기는 2분 40초 안에 이 거리를 달릴 수 있습니다. 얼마나 많은 거리로 석진이 윤기를 이길 수 있습니까?, ( 2 * 1000 / ( 2 * 60 ) - 2 * 1000 / ( 2 * 60 + 40 ) ) * 2 * 60,500,translate
552,라디오 가격은 2100원입니다.  그리고 그것은 2100원에 팔렸습니다. 손실은 몇 % 입니까?, ( 2400 - 2100 ) / 2400 * 100,12.5,translate
553,"특정 도서관은 특별 소장품으로 75권의 책을 보유하고 있으며, 모두 월초에 도서관에 소장되었습니다. 이 책은 때때로 도서관 간 프로그램을 통해 대여됩니다. 월 말 까지 대출 된 도서의 80%가 반납되고 당시 특별 장서에 64권이 있다면 그 달에 특별 장서 중 몇 권이 대여되었습니까?", ( 75 - 64 ) / ( 1 - 80 / 100 ) ,55,translate
554,6리터 용액은 20% 알코올입니다. 50% 알코올 용액을 만들기 위해 몇 리터의 순수 알코올을 첨가해야합니까?,6 - 6 * 20 / 100 * 2,3.6,translate
555,"태형의 현재 나이와 7세 이전의 나이의 합은 27입니다. 태형의 현재 나이를 찾을 때, 7년 후 태형의 나이는 어떻게 될까요?", ( 27 + 7 ) / 2 + 7,24,translate
556,빈 나무 용기의 무게는 페인트로 채울 때 전체 무게의 14%입니다. 부분적으로 채워진 용기의 무게가 완전히 채워진 용기의 절반 인 경우 용기의 얼마만큼이 채워졌는지를 분수로 나타내시오., ( 14 / 2 - 1 ) / ( 14 - 1 ) ,0.46,translate
557,36과 84의 최대공약수를 찾으세요?,"math.gcd ( 36 , 84 ) ",12,translate
558,"장미는 4.50원에 1송이, 36원에 1다스, 50원에 2다스를 구입할 수 있습니다. 680원에 구입할 수있는 장미의 최대 개수는 얼마입니까?",math.floor ( 680 / 50 ) * 12 * 2 +math.floor ( ( 680 -math.floor ( 680 / 50 ) * 50 ) / 4.5 ) ,318,translate
559,파이프는 12시간 안에 탱크를 채울 수 있습니다. 바닥의 ​​누출로 인해 탱크를 채우는 데 20시간이 걸립니다. 누수만으로 전체 탱크를 비울 수있는 시간은 언제입니까?,20 * 12 / ( 20 - 12 ) ,30,translate
560,사무실에서 작업은 사람들이 동일하게 나눠서 합니다. 8명 중 1명이 결석하면 1인당 작업량 증가는?,100 * 8 / ( 8 - 1 ) - 100,14.29,translate
561,남자는 1400원에 사이클을 샀다. 그리고 자전거를 20% 인하한 가격으로 판매합니다. 자전거의 판매 가격은 얼마입니까?, ( 100 - 20 ) * 1400 / 100,1120,translate
562,한 합금에는 12% 크롬이 있고 다른 합금에는 8%가 있습니다. 첫 번째 합금 15kg을 두 번째 합금 35kg과 함께 녹여세 번째 합금을 형성했습니다. 새로운 합금에서 크롬의 비율을 찾으십시오., ( 12 * 15 / 100 + 8 * 35 / 100 ) / ( 15 + 35 ) * 100,9.2,translate
563,위성은 24개의 모듈식 장치로 구성되며 각 장치에는 일련의 센서가 장착되어 있으며 일부는 업그레이드되었습니다. 각 장치에는 동일한 수의 업그레이드되지 않은 센서가 있습니다. 한 장치에있는 업그레이드되지 않은 센서의 수가 전체 위성의 업그레이드 된 총 센서 수의 1/3 인 경우 위성에있는 센서의 몇 부분이 업그레이드 되었습니까?,24 / ( 24 + 24 * 1 / 3 * 24 ) ,0.11,translate
564,쇼에서 60%의 좌석이 채워졌습니다. 홀에 600석이 있다면 비어있는 자리는 몇 개입니까?,600 * ( 100 - 60 ) / 100,240,translate
565,"5 대의 기계가 10시간에 20대를 생산할 수 있다면, 20대의 기계가 180대를 생산하는 데 얼마나 걸립니까?",180 / ( 20 / 10 / 5 * 20 ) ,22.5,translate
566,근로자의 일일 임금이 50% 인상되고 새로운 임금은 일일 51원입니다. 인상 전 근로자의 일일 임금은 얼마였습니까?,51 / ( 1 + 50 / 100 ) ,34,translate
